area_type,availability,location,size,society,total_sqft,bath,balcony,price,location_numerical,Has Hall,Has Kitchen,Number of Bedrooms
Built-up  Area,18-Dec,Electronic City,2 BHK,,1200,2.0,1.0,34.66,417,1,1,2.0
Plot  Area,Ready To Move,Hulimavu,4 Bedroom,,1200,4.0,1.0,75.0,549,-1,0,4.0
Built-up  Area,Ready To Move,Harlur,2 BHK,,1225,2.0,2.0,56.0,509,1,1,2.0
Super built-up  Area,18-Apr,Thanisandra,2 BHK,Bhmesy ,1056,2.0,1.0,75.0,1148,1,1,2.0
Super built-up  Area,18-Jun,9th Phase JP Nagar,3 BHK,,1240,2.0,2.0,42.85,77,1,1,3.0
Super built-up  Area,17-Oct,Banashankari,3 BHK,,1200,3.0,2.0,74.52,194,1,1,3.0
Super built-up  Area,18-Dec,Kudlu Gate,3 BHK,Sanzaat,1850,3.0,2.0,110.0,722,1,1,3.0
Super built-up  Area,Ready To Move,Amblipura,4 BHK,IDldsin,3150,4.0,3.0,180.0,111,1,1,4.0
Built-up  Area,Ready To Move,Naganathapura,1 Bedroom,,1200,1.0,0.0,39.82,845,-1,0,1.0
Plot  Area,Ready To Move,Dodda Banaswadi,4 Bedroom,,1018,4.0,1.0,150.0,380,-1,0,4.0
Built-up  Area,Ready To Move,Konena Agrahara,5 Bedroom,,3520,6.0,1.0,460.0,711,-1,0,5.0
Super built-up  Area,18-Jul,Chandapura,3 BHK,SunceEs,1185,2.0,2.0,30.22,304,1,1,3.0
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918,2.0,2.0,56.0,606,1,1,2.0
Super built-up  Area,Ready To Move,GD Layout,3 BHK,,1330,2.0,2.0,68.0,431,1,1,3.0
Built-up  Area,Ready To Move,Munnekollal,3 BHK,Raisys ,1540,2.0,3.0,70.0,832,1,1,3.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1200,2.0,2.0,80.0,745,1,1,2.0
Super built-up  Area,18-Dec,Sunkan palya,2 BHK,,927,2.0,2.0,37.0,1124,1,1,2.0
Built-up  Area,19-Jun,Sarjapur,4 Bedroom,Caonand,2580 - 2591,4.0,0.0,115.0,1038,-1,0,4.0
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,,1400,2.0,2.0,78.0,292,1,1,3.0
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Saageat,1345,2.0,2.0,106.0,544,1,1,2.0
Built-up  Area,Ready To Move,1st Phase JP Nagar,4 Bedroom,,1900,3.0,1.0,400.0,29,-1,0,4.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,HMityld,1510,2.0,3.0,80.0,74,1,1,2.0
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,,302,2.0,1.0,25.0,786,1,1,2.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,,,27.0,664,1,1,1.0
Plot  Area,18-Aug,ITPL,3 Bedroom,,1500,3.0,1.0,61.52,557,-1,0,3.0
Super built-up  Area,19-Dec,Yelahanka,1 BHK,Goues A,629 - 1026,1.0,0.0,42.535,1261,1,1,1.0
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,,1100,2.0,2.0,72.0,1216,1,1,3.0
Built-up  Area,Ready To Move,Sunkadakatte,3 Bedroom,,1200,3.0,1.0,68.0,1123,-1,0,3.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100,3.0,2.0,53.0,664,1,1,3.0
Carpet  Area,19-Jun,Hormavu,4 BHK,Kolisl ,2282,4.0,0.0,115.0,535,1,1,4.0
Built-up  Area,Ready To Move,Jayanti Nagar,2 BHK,,760,2.0,1.0,37.49,602,1,1,2.0
Plot  Area,Ready To Move,Sarjapur,3 Bedroom,Corix B,2172,3.0,0.0,100.0,1038,-1,0,3.0
Super built-up  Area,Ready To Move,Yeshwanthpur Industrial Suburb,6 BHK,Essic C,3800,6.0,,390.0,1268,1,1,6.0
Plot  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,BaisePa,600,2.0,1.0,72.0,727,-1,0,4.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,,3300,3.0,2.0,165.0,74,1,1,3.0
Super built-up  Area,19-Mar,Thubarahalli,3 BHK,,1242,3.0,1.0,51.0,1159,1,1,3.0
Plot  Area,Ready To Move,Moodalapalya,1 Bedroom,,410,1.0,1.0,48.0,825,-1,0,1.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1245,2.0,2.0,43.58,1179,1,1,3.0
Built-up  Area,Ready To Move,Kadugodi,2 BHK,,1088,2.0,2.0,44.0,635,1,1,2.0
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,VincyRe,1200,2.0,0.0,46.0,1025,1,1,2.0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1995,3.0,1.0,100.0,1138,-1,0,3.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1309,2.0,1.0,82.0,506,1,1,2.0
Super built-up  Area,Ready To Move,BTM 1st Stage,3 BHK,,1717,3.0,2.0,200.0,174,1,1,3.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,2100,3.0,2.0,200.0,72,1,1,3.0
Plot  Area,Ready To Move,Gayathri Nagar,2 Bedroom,,880,1.0,0.0,90.0,448,-1,0,2.0
Plot  Area,Ready To Move,Abbigere,6 Bedroom,,1200,6.0,1.0,95.0,86,-1,0,6.0
Super built-up  Area,18-Aug,Maruthi Nagar,3 BHK,,1250,3.0,2.0,42.0,809,1,1,3.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3520,5.0,2.0,240.0,513,1,1,3.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Mangsr ,1041,2.0,2.0,54.0,62,1,1,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Shthi S,1505,2.0,2.0,60.0,1039,1,1,3.0
Super built-up  Area,18-Jul,Bannerghatta,3 BHK,Mamespa,1776,3.0,2.0,150.0,215,1,1,3.0
Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1767,3.0,2.0,89.0,236,1,1,3.0
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,Almid P,1293,2.0,2.0,80.0,985,1,1,2.0
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1320,2.0,1.0,50.0,688,1,1,2.0
Built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2 BHK,Viowsen,1280,2.0,2.0,68.48,254,1,1,2.0
Super built-up  Area,19-Mar,Thanisandra,2 BHK,Bhe 2ko,1245,2.0,1.0,83.05,1148,1,1,2.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1027,1.0,2.0,44.0,506,1,1,2.0
Built-up  Area,Ready To Move,Yelenahalli,2 BHK,,1200,2.0,,46.17,1264,1,1,2.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100,3.0,2.0,58.0,664,1,1,3.0
Plot  Area,Ready To Move,Medahalli,3 Bedroom,,1065,3.0,1.0,72.0,816,-1,0,3.0
Super built-up  Area,21-Dec,Kannamangala,3 BHK,Sonue A,1814,3.0,1.0,129.0,665,1,1,3.0
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610,2.0,1.0,112.0,987,1,1,3.0
Built-up  Area,Ready To Move,Kumaraswami Layout,1 Bedroom,,850,1.0,1.0,78.0,727,-1,0,1.0
Super built-up  Area,18-Jul,Kasavanhalli,3 BHK,Oca 2 V,1600,3.0,3.0,79.0,670,1,1,3.0
Super built-up  Area,Ready To Move,Old Mangammanapalya Road,3 BHK,,3200,4.0,2.0,140.0,897,1,1,3.0
Built-up  Area,Ready To Move,Canara Bank Colony,3 BHK,,1250,2.0,1.0,77.13,295,1,1,3.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1243,2.0,2.0,46.0,506,1,1,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,60.98,664,1,1,3.0
Super built-up  Area,Ready To Move,Ittamadu,3 BHK,Naory G,1475,3.0,3.0,75.0,570,1,1,3.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,SJityVe,1353,2.0,3.0,75.0,417,1,1,2.0
Carpet  Area,Ready To Move,Maruthi Sevanagar,4 Bedroom,,2100,3.0,0.0,210.0,810,-1,0,4.0
Super built-up  Area,21-Aug,Electronics City Phase 1,3 BHK,,1750,3.0,2.0,58.0,422,1,1,3.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Pronege,4800,4.0,3.0,550.0,1252,-1,0,4.0
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,Rauil T,1270,2.0,1.0,96.0,1025,1,1,2.0
Built-up  Area,Ready To Move,Battarahalli,4 Bedroom,,2700,3.0,0.0,75.0,230,-1,0,4.0
Plot  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,,1200,4.0,2.0,270.0,74,-1,0,4.0
Built-up  Area,19-May,Thanisandra,4 BHK,G conTh,2695,4.0,3.0,188.0,1148,1,1,4.0
Super built-up  Area,Ready To Move,Hessarghatta,3 BHK,StwarSi,1330,3.0,2.0,65.0,524,1,1,3.0
Built-up  Area,Ready To Move,Electronic City,2 BHK,,660,1.0,0.0,18.0,417,1,1,2.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Catle C,1400,2.0,3.0,90.0,175,1,1,2.0
Built-up  Area,Ready To Move,Gubbalala,4 BHK,,4000,5.0,1.0,195.0,478,1,1,4.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1700,3.0,2.0,75.0,664,1,1,3.0
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Bhensa ,1585,2.0,2.0,90.0,670,1,1,2.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,,1385,3.0,3.0,67.0,716,1,1,3.0
Super built-up  Area,18-Jul,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,67.0,417,1,1,2.0
Plot  Area,19-Oct,Whitefield,4 Bedroom,NVaree ,60,4.0,2.0,218.0,1252,-1,0,4.0
Plot  Area,18-Apr,1Kasavanhalli,18 Bedroom,HMwerCo,1200,18.0,,200.0,23,-1,0,18.0
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,VaiewV ,1203,2.0,2.0,60.0,494,1,1,2.0
Super built-up  Area,Ready To Move,Mallasandra,2 BHK,Shbhi S,905,2.0,1.0,35.0,783,1,1,2.0
Super built-up  Area,19-Mar,Hennur Road,3 BHK,Orens G,1450,3.0,2.0,79.0,522,1,1,3.0
Super built-up  Area,Ready To Move,Varthur,2 BHK,MKllei ,1105,2.0,3.0,38.0,1190,1,1,2.0
Plot  Area,18-Apr,Channasandra,2 Bedroom,,1200,2.0,1.0,46.13,306,-1,0,2.0
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Vanami ,1530,2.0,3.0,89.0,589,1,1,3.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1105,2.0,1.0,35.4,1252,1,1,2.0
Super built-up  Area,18-Jul,Dasarahalli,2 BHK,KSliaor,1333,2.0,1.0,78.56,360,1,1,2.0
Built-up  Area,17-Sep,Hongasandra,2 BHK,,1065,2.0,2.0,45.0,529,1,1,2.0
Plot  Area,Immediate Possession,Hosur Road,,AVeldun,1350,,,8.44,544,-1,0,
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1243,2.0,2.0,46.0,506,1,1,2.0
Super built-up  Area,18-Dec,Old Madras Road,3 BHK,Saesttt,1530,3.0,2.0,76.34,896,1,1,3.0
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,1200,2.0,1.0,65.0,803,-1,0,2.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BrlisCo,1270,2.0,1.0,94.0,1252,1,1,2.0
Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1830,3.0,3.0,89.0,236,1,1,3.0
Super built-up  Area,Ready To Move,Chandapura,2 BHK,,900,2.0,3.0,35.0,304,1,1,2.0
Plot  Area,Ready To Move,Attibele,4 Bedroom,AGoutLa,2400,2.0,2.0,250.0,152,-1,0,4.0
Plot  Area,Ready To Move,Varsova Layout,6 Bedroom,,7000,6.0,2.0,560.0,1189,-1,0,6.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1450,2.0,2.0,78.0,216,1,1,3.0
Super built-up  Area,Ready To Move,J C Nagar,3 BHK,,1525,3.0,3.0,65.0,571,1,1,3.0
Built-up  Area,Ready To Move,Mahalakshmi Layout,2 BHK,,1080,2.0,1.0,67.0,775,1,1,2.0
Built-up  Area,Ready To Move,Bagalur Main Road,2 BHK,,1220,2.0,2.0,72.0,186,1,1,2.0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,44.4,232,1,1,2.0
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,SNeur G,1215 - 1495,2.0,0.0,73.17,269,1,1,2.0
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,2400,3.0,0.0,348.0,948,-1,0,3.0
Super built-up  Area,Ready To Move,Govindapura,2 BHK,,1500,2.0,2.0,60.0,467,1,1,2.0
Built-up  Area,Ready To Move,Koramangala,2 BHK,,1355,2.0,2.0,95.0,713,1,1,2.0
Built-up  Area,17-Jul,Electronic City,2 BHK,GMown E,1070,2.0,1.0,57.0,417,1,1,2.0
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Pu270a ,1980,4.0,1.0,180.0,292,1,1,3.0
Super built-up  Area,Ready To Move,Bommasandra,2 BHK,Niara S,842,2.0,2.0,30.0,270,1,1,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,Baanise,700,1.0,1.0,31.2,216,1,1,1.0
Built-up  Area,Ready To Move,Doddakammanahalli,3 BHK,,2500,4.0,,65.0,391,1,1,3.0
Built-up  Area,Ready To Move,"Kanakapura Road, ",3 Bedroom,,1884,3.0,2.0,95.0,662,-1,0,3.0
Built-up  Area,Ready To Move,Dena Bank Colony,2 BHK,Chntsat,1100,2.0,2.0,75.0,364,1,1,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2.0,2.0,40.54,972,1,1,2.0
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,85.0,278,1,1,3.0
Plot  Area,Ready To Move,Basavanapura,8 Bedroom,,1200,8.0,,145.0,222,-1,0,8.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185,2.0,2.0,43.5,1148,1,1,2.0
Super built-up  Area,Ready To Move,Varthur,3 BHK,,2145,3.0,2.0,170.0,1190,1,1,3.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Priew P,1220,2.0,1.0,89.0,1252,1,1,2.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sonviik,1116,2.0,3.0,51.91,1252,1,1,2.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1192,2.0,3.0,75.0,67,1,1,2.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,NCenega,1449,3.0,2.0,110.0,799,1,1,3.0
Plot  Area,Ready To Move,Ardendale,3 Bedroom,Somus A,2500,3.0,1.0,250.0,139,-1,0,3.0
Built-up  Area,Ready To Move,Electronic City,3 BHK,BrnoxEq,1700,3.0,2.0,90.0,417,1,1,3.0
Super built-up  Area,18-Aug,Hebbal,3 BHK,Mahosya,1920,3.0,2.0,150.0,513,1,1,3.0
Plot  Area,Ready To Move,BTM 4th Stage,2 Bedroom,,1350,2.0,0.0,90.0,176,-1,0,2.0
Plot  Area,Ready To Move,Devanahalli Int. Airport,4 Bedroom,,4800,5.0,2.0,350.0,366,-1,0,4.0
Built-up  Area,Ready To Move,"Sarjapur Road, ",3 BHK,,1700,3.0,2.0,74.0,1040,1,1,3.0
Super built-up  Area,19-Dec,Hoodi,2 BHK,Hahtsde,1447,3.0,2.0,76.0,530,1,1,2.0
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1329,2.0,1.0,107.0,664,1,1,2.0
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Esatea ,1314,2.0,2.0,70.44,1039,1,1,3.0
Plot  Area,Ready To Move,Hal old airport road,3 Bedroom,,1200,3.0,2.0,110.0,498,-1,0,3.0
Plot  Area,Ready To Move,Basavangudi,6 Bedroom,,1214,3.0,0.0,220.0,223,-1,0,6.0
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Sosisic,1513,3.0,1.0,103.0,536,1,1,3.0
Plot  Area,Ready To Move,arudi,3 Bedroom,,6Acres,2.0,0.0,80.0,1273,-1,0,3.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,67.5,1242,1,1,2.0
Super built-up  Area,Ready To Move,Ganga Nagar,1 BHK,,705,1.0,1.0,65.0,437,1,1,1.0
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1220,2.0,2.0,62.0,360,1,1,2.0
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,,1800,2.0,1.0,45.0,1262,1,1,3.0
Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,,1400,3.0,2.0,75.0,678,1,1,3.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Bhensa ,1245,2.0,2.0,80.0,670,1,1,2.0
Super built-up  Area,Ready To Move,Anantapuram,3 BHK,GKiewke,1495,2.0,1.0,63.0,120,1,1,3.0
Plot  Area,Ready To Move,Nagavara,3 Bedroom,,2000,2.0,2.0,275.0,853,-1,0,3.0
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,996,2.0,2.0,36.5,461,1,1,2.0
Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,,1000,2.0,1.0,44.0,1262,1,1,2.0
Built-up  Area,Ready To Move,Chikka Banaswadi,2 BHK,SuntsAp,1250,2.0,3.0,75.0,315,1,1,2.0
Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,975,2.0,1.0,24.86,304,1,1,2.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1261,2.0,1.0,80.0,1148,1,1,3.0
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Raenti ,1080,2.0,2.0,46.0,422,1,1,2.0
Super built-up  Area,Ready To Move,Akshayanagara East,2 BHK,HoDewy ,1230,2.0,1.0,50.0,100,1,1,2.0
Super built-up  Area,18-Mar,Kammasandra,2 BHK,,982,2.0,2.0,25.53,654,1,1,2.0
Super built-up  Area,18-May,Bommasandra,3 BHK,SSestth,1260,3.0,1.0,49.36,270,1,1,3.0
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,PuontFa,1590,2.0,2.0,135.0,494,1,1,3.0
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Suise S,1220,2.0,2.0,39.0,533,1,1,2.0
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1320,2.0,1.0,38.12,419,1,1,3.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Solia D,1750,3.0,2.0,105.0,474,1,1,3.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Iseenst,1436,2.0,3.0,62.15,1252,1,1,3.0
Plot  Area,18-Apr,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.0,1138,-1,0,3.0
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Rintspa,1500,2.0,,140.0,786,1,1,2.0
Super built-up  Area,Ready To Move,Varthur,3 BHK,Caiseur,1560,3.0,2.0,90.0,1190,1,1,3.0
Super built-up  Area,19-Jan,Whitefield,3 BHK,,3758,3.0,1.0,300.0,1252,1,1,3.0
Super built-up  Area,Ready To Move,Belatur,2 BHK,Indanrt,1275,2.0,2.0,59.0,235,1,1,2.0
Super built-up  Area,Ready To Move,Ramanjaneyanagar,2 BHK,,1040,2.0,2.0,36.4,994,1,1,2.0
Super built-up  Area,Ready To Move,Bellandur,3 BHK,BhreeBa,2400,3.0,2.0,115.0,236,1,1,3.0
Plot  Area,Ready To Move,Chamrajpet,6 Bedroom,,1500,9.0,3.0,230.0,302,-1,0,6.0
Plot  Area,18-May,Kaggalipura,4 Bedroom,AxvamTa,3150,5.0,1.0,212.0,638,-1,0,4.0
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,CoinoCu,1960,3.0,2.0,165.0,669,1,1,3.0
Super built-up  Area,Ready To Move,JP Nagar,4 BHK,Brnumnn,3200,5.0,3.0,309.0,575,1,1,4.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,Vatra N,1195,2.0,2.0,100.0,1267,1,1,2.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Neite T,1140 - 1250,2.0,0.0,53.105,1261,1,1,2.0
Super built-up  Area,Ready To Move,Hosakerehalli,5 BHK,,4500,5.0,2.0,145.0,539,1,1,5.0
Plot  Area,Ready To Move,Ulsoor,3 Bedroom,,450,3.0,1.0,70.0,1176,-1,0,3.0
Plot  Area,18-Apr,Sathya Sai Layout,4 Bedroom,Prowshi,4304,4.0,2.0,699.0,1046,-1,0,4.0
Super built-up  Area,18-Jun,Javarandoddi,1 BHK,,648,1.0,1.0,40.0,594,1,1,1.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Supleon,2100,3.0,2.0,130.0,1039,1,1,3.0
Super built-up  Area,19-Dec,Thanisandra main road,4 BHK,,4209,4.0,2.0,602.0,1150,1,1,4.0
Super built-up  Area,Ready To Move,Kudlu,2 BHK,Srrnasa,1027,2.0,1.0,44.0,721,1,1,2.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Leuseut,1575,4.0,3.0,250.0,1252,-1,0,4.0
Super built-up  Area,18-May,Bommasandra,3 BHK,SSestth,1365,3.0,1.0,52.82,270,1,1,3.0
Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,650,1.0,1.0,18.0,1262,1,1,1.0
Plot  Area,18-Nov,Chandapura,3 Bedroom,,1200,2.0,1.0,52.0,304,-1,0,3.0
Super built-up  Area,Ready To Move,Cooke Town,2 BHK,,1100,2.0,3.0,90.0,346,1,1,2.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,LencyRe,1075,2.0,1.0,57.0,72,1,1,3.0
Super built-up  Area,Ready To Move,Banashankari,2 BHK,SuentAp,1100,2.0,1.0,63.0,194,1,1,2.0
Super built-up  Area,Ready To Move,Akshya Nagar,3 BHK,,1320,2.0,1.0,58.0,102,1,1,3.0
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Daden G,1500,3.0,2.0,65.0,654,1,1,3.0
Plot  Area,Ready To Move,Vijaypura,4 Bedroom,,1200,5.0,1.0,150.0,1223,-1,0,4.0
Plot  Area,Ready To Move,Bapuji Nagar,4 Bedroom,,1125,3.0,2.0,126.0,218,-1,0,4.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,67.5,1242,1,1,2.0
Super built-up  Area,18-Apr,Bhoganhalli,3 BHK,Rosha I,1718,3.0,2.0,90.2,252,1,1,3.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,32.0,268,1,1,3.0
Super built-up  Area,18-Oct,Chennammana Kere,3 BHK,,1480,3.0,1.0,75.48,310,1,1,3.0
Super built-up  Area,Ready To Move,Austin Town,1 BHK,,500,1.0,1.0,13.0,155,1,1,1.0
Plot  Area,Ready To Move,3rd Block Banashankari,5 Bedroom,,2400,4.0,1.0,325.0,45,-1,0,5.0
Plot  Area,18-May,Kaikondrahalli,4 Bedroom,,1200,4.0,2.0,125.0,639,-1,0,4.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1041,2.0,1.0,36.44,664,1,1,2.0
Super built-up  Area,Ready To Move,Doddanekundi,2 BHK,,1128,2.0,2.0,48.4,395,1,1,2.0
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,Kelmsoy,1685,3.0,1.0,90.0,544,1,1,3.0
Super built-up  Area,Ready To Move,Guddadahalli,2 BHK,KSidems,1180,2.0,2.0,65.0,480,1,1,2.0
Built-up  Area,Ready To Move,Ejipura,2 BHK,BadorSp,1200,2.0,1.0,60.0,416,1,1,2.0
Super built-up  Area,18-Apr,Mangammanapalya,3 BHK,,1250,3.0,2.0,39.5,789,1,1,3.0
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,41.0,664,1,1,2.0
Built-up  Area,Ready To Move,Chelekare,2 BHK,BhisePa,1000,2.0,1.0,45.0,308,1,1,2.0
Built-up  Area,Ready To Move,Yelahanka New Town,2 Bedroom,,600,2.0,2.0,80.0,1262,-1,0,2.0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,,600,3.0,2.0,82.0,43,-1,0,4.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,70.0,1242,1,1,2.0
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610,2.0,2.0,115.0,987,1,1,3.0
Super built-up  Area,18-Jul,Varthur,2 BHK,Unris E,1760,2.0,1.0,85.0,1190,1,1,2.0
Super built-up  Area,Ready To Move,Amam Enclave Layout,2 BHK,,975,2.0,1.0,55.0,106,1,1,2.0
Built-up  Area,Ready To Move,Kashi Nagar,2 BHK,Adarkya,1190,2.0,2.0,42.0,671,1,1,2.0
Built-up  Area,Ready To Move,Kudlu,2 BHK,,1110,2.0,1.0,46.0,721,1,1,2.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2415,3.0,2.0,399.0,976,1,1,3.0
Super built-up  Area,18-May,Gunjur,2 BHK,BMineis,1235,2.0,2.0,44.5,484,1,1,2.0
Super built-up  Area,Ready To Move,Nanjappa Garden,2 BHK,TNnumla,1275,2.0,3.0,55.0,862,1,1,2.0
Built-up  Area,Ready To Move,Victoria Layout,2 BHK,,1115,2.0,1.0,115.0,1212,1,1,2.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,76.0,509,1,1,2.0
Super built-up  Area,20-Dec,Begur Road,1 BHK,Pruthg ,644,1.0,1.0,32.0,232,1,1,1.0
Super built-up  Area,Ready To Move,Bellandur,2 BHK,,1251,2.0,3.0,47.0,236,1,1,2.0
Super built-up  Area,18-Apr,Neeladri Nagar,2 BHK,SKisyDa,1105,2.0,2.0,30.0,876,1,1,2.0
Super built-up  Area,18-Aug,4th Phase JP Nagar,2 BHK,,1080,2.0,2.0,38.0,57,1,1,2.0
Super built-up  Area,Ready To Move,Kudlu,4 BHK,,2100,3.0,1.0,114.0,721,1,1,4.0
Plot  Area,Ready To Move,Kammanahalli,4 Bedroom,,1600,4.0,1.0,200.0,653,-1,0,4.0
Super built-up  Area,Ready To Move,NRI Layout,3 BHK,,1731,3.0,3.0,64.11,841,1,1,3.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,ARaveSa,1206,2.0,1.0,55.0,535,1,1,2.0
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,MJiyayl,1560,3.0,2.0,78.0,336,1,1,3.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1 BHK,Brnia G,750,1.0,2.0,47.0,72,1,1,1.0
Built-up  Area,Ready To Move,Billekahalli,2 BHK,Chuti S,1035,2.0,2.0,90.0,264,1,1,2.0
Plot  Area,Ready To Move,Ramamurthy Nagar,7 Bedroom,,1200,6.0,2.0,150.0,990,-1,0,7.0
